TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
74.67,1,16,0,43.0,1,283.0,1.0,3449.35,0
0.45,1,18,1,34.0,1,172.0,1.0,8670.23,2
364.13,1,13,0,63.0,0,61.0,1.0,8198.0,2
222.66,1,11,2,39.0,0,88.0,1.0,14466.38,2
638.24,1,31,1,48.0,1,64.0,1.0,5695.78,1
241.21,1,29,0,31.0,1,108.0,1.0,1220.86,0
171.16,1,27,2,51.0,2,42.0,1.0,6126.5,4
25.77,1,22,2,68.0,2,18.0,1.0,4331.54,4
789.8,1,17,0,40.0,0,94.0,1.0,13948.09,2
806.97,1,39,2,25.0,3,11.0,1.0,102.2,1
490.82,1,18,0,26.0,1,114.0,1.0,8704.27,2
311.28,1,1,1,49.0,0,198.0,1.0,135.96,4
85.03,1,36,0,51.0,2,48.0,1.0,4597.57,0
307.75,1,11,1,64.0,0,63.0,1.0,1061.58,4
333.67,1,13,2,36.0,1,68.0,1.0,9238.08,4
372.08,1,15,1,66.0,0,63.0,1.0,13330.74,2
103.81,1,28,0,36.0,0,34.0,1.0,7044.63,2
69.43,1,19,0,30.0,1,162.0,1.0,9281.85,2
251.8,1,23,0,62.0,0,102.0,1.0,11796.66,2
334.07,1,27,1,59.0,1,200.0,1.0,7306.79,2
52.44,1,33,2,27.0,3,87.0,1.0,3157.75,3
141.37,1,10,2,46.0,1,77.0,1.0,1019.77,4
308.23,1,19,0,60.0,2,23.0,1.0,4150.63,0
111.41,1,6,1,21.0,3,181.0,1.0,1204.11,3
675.49,1,5,0,61.0,2,159.0,1.0,1893.0,1
294.61,1,29,1,60.0,2,74.0,1.0,7375.59,0
381.52,1,39,2,36.0,0,79.0,1.0,5798.92,4
5.66,1,14,1,40.0,1,33.0,1.0,5434.64,4
209.09,1,41,0,48.0,0,203.0,1.0,9100.81,2
521.81,1,41,0,47.0,1,34.0,1.0,4750.96,1
588.36,1,5,2,33.0,1,134.0,1.0,8434.99,1
146.67,1,0,2,20.0,3,273.0,1.0,1569.75,3
57.34,1,1,2,27.0,3,81.0,1.0,1100.64,3
294.77,1,30,2,77.0,2,101.0,1.0,2272.17,4
162.59,1,16,1,64.0,2,19.0,1.0,7104.83,0
56.15,1,26,1,31.0,0,77.0,1.0,13265.92,2
524.55,1,12,0,39.0,0,175.0,1.0,8292.75,2
535.4,1,36,1,23.0,3,110.0,1.0,651.84,3
56.84,1,33,0,45.0,1,185.0,1.0,7977.78,2
802.89,1,6,0,19.0,3,175.0,1.0,1973.63,1
193.16,1,5,0,64.0,2,109.0,1.0,2304.56,0
20.17,1,35,0,77.0,2,86.0,1.0,3869.37,0
273.24,1,14,1,51.0,2,173.0,1.0,2202.21,0
663.45,1,0,0,67.0,2,147.0,1.0,5897.29,1
343.86,1,5,1,57.0,1,70.0,1.0,3278.65,4
75.43,1,14,0,77.0,2,266.0,1.0,1441.86,0
86.79,1,13,1,33.0,0,166.0,1.0,8795.37,2
14.1,1,21,1,45.0,1,73.0,1.0,6949.21,4
606.27,1,21,1,29.0,0,42.0,1.0,9668.78,2
4.47,1,3,1,27.0,3,132.0,1.0,1381.75,3
338.69,1,41,1,18.0,3,169.0,1.0,1137.89,3
97.73,1,34,1,69.0,0,156.0,1.0,7885.21,2
284.17,1,22,0,51.0,2,189.0,1.0,3479.56,0
76.21,1,20,1,22.0,3,69.0,1.0,664.93,3
584.51,1,10,0,74.0,2,76.0,1.0,3254.56,0
432.18,1,19,1,18.0,3,162.0,1.0,678.83,3
134.55,1,38,2,59.0,0,165.0,1.0,14852.42,2
61.66,1,34,0,26.0,3,86.0,1.0,5705.4,3
12.35,1,14,1,25.0,3,22.0,1.0,1846.85,3
213.25,1,37,1,25.0,3,63.0,1.0,677.79,3
34.93,1,8,1,31.0,1,72.0,1.0,2810.37,4
335.68,1,40,2,24.0,3,142.0,1.0,1188.95,3
423.96,1,36,0,43.0,0,75.0,1.0,8374.38,2
220.82,1,21,1,42.0,1,31.0,1.0,4298.13,4
406.12,1,15,0,42.0,0,106.0,1.0,10501.53,2
427.83,1,31,0,47.0,1,29.0,1.0,3293.06,0
21.9,1,31,0,28.0,3,30.0,1.0,1052.27,3
393.68,1,36,0,55.0,0,141.0,1.0,10135.88,2
281.91,1,10,1,25.0,3,269.0,1.0,225.53,3
239.85,1,40,0,70.0,2,50.0,1.0,1477.63,0
237.84,1,26,1,26.0,3,16.0,1.0,8932.39,3
196.49,1,28,1,41.0,1,65.0,1.0,7516.56,4
344.87,1,15,1,58.0,2,25.0,1.0,7447.44,0
16.53,1,15,0,21.0,3,220.0,1.0,707.95,3
13.02,1,5,1,51.0,0,42.0,1.0,6076.45,4
199.02,1,22,0,22.0,3,185.0,1.0,793.63,3
684.5,1,13,1,29.0,0,76.0,1.0,6258.63,1
45.92,1,26,0,26.0,3,23.0,1.0,544.56,3
761.73,1,8,0,19.0,3,27.0,1.0,151.28,1
331.38,1,24,0,42.0,1,122.0,1.0,844.55,0
602.8,1,3,1,60.0,2,173.0,1.0,7417.69,1
136.31,1,26,2,74.0,2,65.0,1.0,4384.95,4
4.39,1,30,0,26.0,3,63.0,1.0,1429.61,3
429.25,1,39,2,29.0,1,107.0,1.0,5019.68,4
33.03,1,42,1,21.0,3,28.0,1.0,935.88,3
76.39,1,34,2,30.0,0,80.0,1.0,11584.32,2
25.32,1,28,0,19.0,3,25.0,1.0,1642.34,3
330.91,1,18,0,36.0,1,28.0,1.0,6481.35,0
153.55,1,10,2,37.0,0,16.0,1.0,5619.91,4
217.61,1,29,2,27.0,3,120.0,1.0,1661.1,3
68.49,1,26,2,67.0,2,49.0,1.0,6683.31,4
470.62,1,40,1,57.0,0,127.0,1.0,12470.62,2
385.35,1,24,1,38.0,0,269.0,1.0,5184.13,2
275.87,1,39,0,25.0,3,112.0,1.0,1697.58,3
206.25,1,3,0,74.0,2,56.0,1.0,3651.07,0
116.76,1,30,0,51.0,1,212.0,1.0,4480.43,0
91.5,1,29,0,47.0,0,77.0,1.0,667.66,0
489.31,1,21,1,43.0,1,36.0,1.0,5595.22,1
28.38,1,40,1,45.0,0,260.0,1.0,8892.62,2
456.05,1,11,1,68.0,0,20.0,1.0,11729.51,2
54.84,1,18,2,52.0,2,124.0,1.0,3495.51,4
133.06,1,19,2,35.0,1,143.0,1.0,8843.44,4
468.32,1,14,2,69.0,2,152.0,1.0,4710.04,4
245.62,1,35,1,23.0,3,127.0,1.0,1879.82,3
83.6,1,38,0,47.0,0,192.0,1.0,13899.24,2
157.56,1,16,1,43.0,0,159.0,1.0,7541.16,2
230.3,1,7,2,46.0,1,24.0,1.0,8356.88,4
305.92,1,12,0,72.0,2,88.0,1.0,1445.47,0
116.33,1,14,1,27.0,3,144.0,1.0,1696.15,3
219.44,1,42,2,42.0,1,23.0,1.0,4207.27,4
58.77,1,22,2,27.0,1,191.0,1.0,7261.7,4
719.76,1,37,1,19.0,3,190.0,1.0,690.52,1
163.22,1,24,2,26.0,3,217.0,1.0,1788.27,3
56.52,1,29,0,42.0,1,152.0,1.0,6911.2,0
195.8,1,33,2,39.0,0,186.0,1.0,12027.68,2
106.99,1,29,1,38.0,1,152.0,1.0,5771.4,4
235.34,1,42,1,26.0,3,68.0,1.0,566.83,3
337.99,1,7,0,70.0,0,115.0,1.0,9038.63,2
213.33,1,29,0,52.0,2,161.0,1.0,5400.44,0
768.94,1,16,1,64.0,2,53.0,1.0,6860.18,1
179.62,1,40,2,24.0,3,119.0,1.0,409.26,3
425.91,1,17,0,23.0,3,47.0,1.0,383.58,3
263.34,1,10,0,64.0,2,55.0,1.0,2411.02,0
11.02,1,2,2,42.0,0,42.0,1.0,7879.66,4
865.17,1,15,1,24.0,3,161.0,1.0,9297.5,1
152.0,1,0,0,51.0,1,63.0,1.0,7531.43,0
270.39,1,17,0,25.0,3,104.0,1.0,899.15,3
400.69,1,19,2,32.0,1,26.0,1.0,9040.33,4
411.47,1,13,0,26.0,3,120.0,1.0,796.63,3
204.63,1,19,2,52.0,1,92.0,1.0,9199.52,4
421.56,1,38,2,53.0,1,144.0,1.0,8037.87,4
193.38,1,22,0,18.0,3,285.0,1.0,1081.79,3
377.04,1,6,0,34.0,1,64.0,1.0,3812.87,0
18.1,1,21,0,57.0,2,66.0,1.0,6474.34,0
162.1,1,3,1,64.0,0,221.0,1.0,9578.74,2
165.31,1,4,0,49.0,0,28.0,1.0,7346.66,2
856.9,1,27,1,36.0,1,150.0,1.0,8579.69,1
348.17,1,12,0,21.0,3,181.0,1.0,1887.84,3
325.6,1,9,0,69.0,0,88.0,1.0,13777.1,2
603.54,1,0,2,44.0,0,26.0,1.0,10517.47,4
270.25,1,40,0,31.0,1,42.0,1.0,5414.97,0
123.38,1,34,2,59.0,0,40.0,1.0,13542.41,2
577.12,1,41,0,39.0,1,69.0,1.0,5265.88,1
92.24,1,30,1,60.0,1,93.0,1.0,6937.48,4
251.54,1,40,1,48.0,0,177.0,1.0,254.75,4
28.63,1,36,1,56.0,2,146.0,1.0,3382.91,0
185.97,1,10,2,23.0,3,19.0,1.0,1776.91,3
12.18,1,27,1,76.0,2,77.0,1.0,4909.24,0
232.12,1,29,0,37.0,1,51.0,1.0,6689.87,0
